,Item,State,Weekend,Grade,Organic,RPS,DFD,Freshness,Seasonal,Otipy_certified,Unique_Customors,Price,Demand
4852,2,2,1,2,1,0.694,0.678,0.684,1,0,6021,48.3,7746
4853,2,1,1,2,0,0.541,0.566,0.481,1,0,6216,38.85,8164
4854,2,3,0,2,0,0.037,0.126,0.173,1,0,4561,21.0,5941
4855,2,3,0,1,0,0.166,0.093,0.003,0,0,4729,28.35,6106
4856,2,3,0,2,0,0.379,0.22,0.021,1,1,1436,21.0,3267
4857,2,4,0,3,0,0.484,0.67,0.668,1,0,8167,36.75,9261
4858,2,1,0,3,1,0.754,0.738,0.791,1,1,15471,52.5,17339
4859,2,3,0,2,0,0.693,0.589,0.525,1,1,5680,50.4,7000
4860,2,4,0,2,0,0.056,0.098,0.322,1,0,2812,25.2,3928
4861,2,2,0,2,0,0.506,0.401,0.406,0,0,5704,52.5,7433
4862,2,2,0,3,1,0.563,0.543,0.404,1,0,7654,37.8,9643
4863,2,1,0,3,0,0.494,0.453,0.444,0,1,5386,51.45,6652
4864,2,2,1,4,1,0.701,0.715,0.942,0,1,14231,58.8,16108
4865,2,1,1,2,0,0.639,0.407,0.654,1,1,6993,55.0,9215
4866,2,4,0,2,1,0.625,0.598,0.471,0,0,8220,40.95,9485
4867,2,2,0,3,1,0.6,0.62,0.632,1,0,5380,43.05,6773
4868,2,1,1,3,0,0.471,0.509,0.599,0,1,5507,43.05,6578
4869,2,3,0,1,0,0.293,0.144,0.104,1,0,4300,32.55,5469
4870,2,3,1,2,0,0.49,0.494,0.49,1,1,7794,49.5,10191
4871,2,4,0,3,1,0.579,0.453,0.428,1,1,7363,44.1,9197
4872,2,4,0,3,0,0.566,0.431,0.589,1,1,6601,47.25,7675
4873,2,1,1,4,1,0.816,0.825,0.764,0,0,10929,58.8,12156
4874,2,2,1,3,1,0.624,0.501,0.469,0,1,8372,49.35,9471
4875,2,4,0,2,0,0.271,0.228,0.208,0,1,1596,29.4,3353
4876,2,1,0,4,1,0.739,0.962,0.831,1,1,8949,52.5,9989
4877,2,4,1,2,0,0.423,0.508,0.409,0,0,5892,44.1,7144
4878,2,3,1,2,0,0.616,0.644,0.414,1,0,7985,52.5,9109
4879,2,1,0,3,1,0.982,0.849,0.942,1,1,8476,56.7,10311
4880,2,3,0,1,0,0.285,0.159,0.39,1,1,4512,32.55,5741
4881,2,2,0,3,0,0.438,0.577,0.69,1,1,8015,52.5,9941
4882,2,1,1,3,1,0.862,0.943,0.897,1,1,14665,61.6,16677
4883,2,4,1,1,0,0.013,0.206,0.313,1,0,5003,27.3,6353
4884,2,3,0,2,0,0.673,0.479,0.673,1,1,6329,36.75,8177
4885,2,1,0,3,0,0.413,0.493,0.697,1,0,5462,46.2,6850
4886,2,4,0,1,0,0.157,0.368,0.223,0,1,1512,21.0,3176
4887,2,4,1,1,0,0.396,0.244,0.23,0,0,2116,31.5,3850
4888,2,3,0,1,0,0.338,0.067,0.005,0,0,2841,27.3,4031
4889,2,1,1,3,0,0.459,0.68,0.613,1,1,7811,48.4,9880
4890,2,2,1,3,1,0.946,0.8,0.882,1,1,13191,55.0,15279
4891,2,1,1,2,1,0.452,0.464,0.554,0,0,7532,50.4,9249
4892,2,4,0,2,1,0.682,0.494,0.514,0,0,5835,38.85,6884
4893,2,1,0,3,0,0.596,0.662,0.471,0,1,7915,48.3,9092
4894,2,3,1,2,0,0.03,0.175,0.085,1,1,2928,38.5,5060
4895,2,4,0,2,0,0.635,0.535,0.411,0,0,5424,42.0,7192
4896,2,1,1,2,1,0.667,0.66,0.48,1,1,7575,48.4,9715
4897,2,1,0,3,1,0.826,0.873,0.909,1,1,8549,54.6,10430
4898,2,3,0,3,1,0.414,0.599,0.639,1,1,7837,38.85,9206
4899,2,3,0,2,0,0.04,0.165,0.079,0,0,4612,26.25,5703
4900,2,2,0,3,1,0.897,0.818,0.737,0,0,14933,56.7,16744
4901,2,4,0,2,0,0.649,0.464,0.521,1,0,7089,36.75,8723
4902,2,3,0,2,0,0.333,0.035,0.171,1,1,3414,25.2,4784
4903,2,2,0,4,1,0.966,0.759,0.782,1,0,12815,57.75,14533
4904,2,3,1,2,1,0.49,0.622,0.619,0,1,6605,52.5,8487
4905,2,4,1,1,0,0.069,0.132,0.085,1,0,3861,35.7,5638
4906,2,2,0,3,1,0.997,0.981,0.86,1,0,14102,61.95,15180
4907,2,4,0,1,0,0.22,0.029,0.261,0,1,3829,36.75,4835
4908,2,3,0,3,0,0.691,0.685,0.627,1,1,6013,45.15,7098
4909,2,3,1,3,1,0.461,0.698,0.516,0,0,7997,51.45,9743
4910,2,1,0,3,0,0.489,0.59,0.451,1,1,7083,45.15,8970
4911,2,4,1,2,0,0.311,0.216,0.133,0,1,1592,34.65,2720
4912,2,4,1,2,0,0.173,0.345,0.389,0,1,5078,34.65,6092
4913,2,1,0,3,1,0.574,0.661,0.578,1,1,8088,43.05,9751
4914,2,4,0,2,0,0.347,0.031,0.336,1,1,1873,30.45,2953
4915,2,1,0,3,0,0.641,0.448,0.621,0,0,6347,39.9,7882
4916,2,3,0,3,1,0.477,0.532,0.416,1,0,7403,38.85,8716
4917,2,2,0,3,0,0.529,0.696,0.665,0,1,7992,48.3,9314
4918,2,1,1,3,1,0.842,0.907,0.824,0,1,14042,55.65,15559
4919,2,2,0,2,0,0.645,0.53,0.686,1,1,7254,50.4,9044
4920,2,4,1,2,0,0.147,0.333,0.11,1,0,3621,21.0,4885
4921,2,1,1,3,1,0.811,0.862,0.777,1,0,11031,53.55,12453
4922,2,4,1,2,0,0.417,0.602,0.413,0,1,6938,47.25,8400
4923,2,3,1,1,0,0.115,0.074,0.378,1,1,2161,22.0,4465
4924,2,4,1,3,0,0.424,0.649,0.577,0,0,6098,44.1,7375
4925,2,4,0,2,0,0.523,0.418,0.47,0,1,8398,36.75,10238
4926,2,4,1,1,0,0.355,0.003,0.249,0,0,5001,32.55,6869
4927,2,2,1,4,1,0.853,0.968,0.782,0,1,12900,58.8,14459
4928,2,2,0,2,0,0.665,0.402,0.488,1,1,6784,49.35,7881
4929,2,2,1,3,1,0.63,0.662,0.597,0,0,7647,51.45,9594
4930,2,1,1,2,0,0.531,0.595,0.47,1,1,8266,42.9,11134
4931,2,4,1,3,1,0.4,0.53,0.44,0,1,6911,43.05,8714
4932,2,1,0,3,1,0.531,0.474,0.659,1,0,6582,44.1,8525
4933,2,2,0,4,1,0.784,0.925,0.761,1,0,10063,53.55,11639
4934,2,2,0,4,1,0.965,0.711,0.736,1,1,9368,53.55,11035
4935,2,4,1,2,0,0.308,0.281,0.014,0,1,2720,27.3,4410
4936,2,1,0,4,1,0.719,0.863,0.931,1,1,13268,63.0,14904
4937,2,4,0,2,1,0.633,0.515,0.695,0,1,5316,52.5,6807
4938,2,4,0,3,0,0.481,0.462,0.678,1,0,7377,37.8,8430
4939,2,4,1,3,0,0.636,0.645,0.549,0,0,7835,48.3,9410
4940,2,2,0,3,1,0.523,0.679,0.505,0,0,5399,46.2,7022
4941,2,1,1,3,0,0.415,0.462,0.604,1,1,6682,49.5,9052
4942,2,2,0,4,1,0.743,0.839,0.961,0,1,11272,59.85,12672
4943,2,3,1,3,0,0.541,0.401,0.683,0,1,6447,42.0,8398
4944,2,3,1,2,1,0.654,0.408,0.41,1,0,7209,43.05,9027
4945,2,1,1,3,0,0.668,0.508,0.659,0,1,5658,47.25,7414
4946,2,2,0,2,0,0.517,0.464,0.514,0,0,5442,40.95,6747
4947,2,3,0,1,0,0.107,0.077,0.163,0,1,1978,30.45,3683
4948,2,1,0,4,1,0.879,0.915,0.903,0,1,9067,52.5,10997
4949,2,3,1,3,0,0.505,0.556,0.459,0,1,5389,46.2,6443
4950,2,4,1,3,1,0.547,0.662,0.589,1,0,8143,36.75,9723
4951,2,1,0,4,1,0.876,0.943,0.872,0,1,15376,60.9,17318
4952,2,1,0,3,0,0.675,0.639,0.501,0,0,5617,44.1,7455
4953,2,1,1,3,1,0.532,0.454,0.443,0,0,6964,48.3,8713
4954,2,1,0,4,1,0.938,0.748,0.862,0,0,12436,55.65,13647
4955,2,3,1,2,0,0.655,0.427,0.407,0,0,7843,40.95,8975
4956,2,3,0,1,0,0.155,0.281,0.04,0,1,4687,22.05,6046
4957,2,2,1,4,1,0.779,0.9,0.779,0,1,8669,58.8,10277
4958,2,2,1,3,1,0.519,0.435,0.529,0,0,7269,52.5,9204
4959,2,1,1,2,1,0.478,0.623,0.673,0,0,6217,43.05,7713
4960,2,2,0,4,1,0.932,0.726,0.988,1,1,12278,58.8,13282
4961,2,3,0,3,0,0.477,0.602,0.598,1,1,6573,52.5,7659
4962,2,4,1,2,0,0.407,0.544,0.467,1,0,6141,50.4,7536
4963,2,2,0,3,1,0.704,0.855,0.889,0,0,13017,63.0,14529
4964,2,2,0,3,1,0.431,0.649,0.586,1,0,5659,50.4,7195
4965,2,4,1,1,0,0.076,0.017,0.38,0,0,4739,23.1,6184
4966,2,1,0,3,1,0.848,0.771,0.948,1,0,13890,63.0,15742
4967,2,1,1,2,1,0.677,0.418,0.636,0,0,5869,42.0,7076
4968,2,1,0,2,1,0.569,0.407,0.47,0,1,5595,50.4,7500
4969,2,2,1,3,1,0.771,0.812,0.968,1,0,13519,52.5,15124
4970,2,2,1,2,1,0.449,0.651,0.469,0,0,5818,38.85,6868
4971,2,3,0,1,0,0.355,0.383,0.181,1,0,1692,27.3,3352
4972,2,2,1,3,1,0.768,0.844,0.952,0,0,14637,53.55,16630
4973,2,2,1,2,1,0.669,0.437,0.664,1,0,7511,50.4,8726
4974,2,2,0,3,0,0.584,0.461,0.489,1,1,5256,40.95,6683
4975,2,2,1,4,1,0.828,0.772,0.841,1,1,16482,59.4,18954
4976,2,2,0,2,1,0.403,0.524,0.536,0,1,7146,50.4,8772
4977,2,4,1,3,0,0.449,0.532,0.557,0,1,6611,48.3,8266
4978,2,2,0,3,1,0.791,0.771,0.972,0,1,15660,57.75,16865
4979,2,4,0,2,1,0.408,0.636,0.503,1,0,5829,42.0,7151
4980,2,4,1,3,1,0.552,0.596,0.481,0,1,7663,42.0,9479
4981,2,4,1,3,1,0.553,0.525,0.526,1,1,7074,55.0,9443
4982,2,4,0,3,0,0.549,0.65,0.623,0,0,7540,52.5,9406
4983,2,4,1,1,0,0.171,0.097,0.363,0,0,1541,25.2,2907
4984,2,3,0,3,0,0.503,0.508,0.595,0,0,7082,45.15,8704
4985,2,1,1,3,1,0.921,0.931,0.942,1,0,12374,56.7,13428
4986,2,3,1,1,0,0.335,0.187,0.034,1,1,4238,31.9,6590
4987,2,1,1,3,1,0.973,0.988,0.995,0,0,10841,57.75,12464
4988,2,1,0,2,0,0.462,0.569,0.665,0,0,5722,51.45,6840
4989,2,3,0,1,0,0.322,0.143,0.145,0,1,1067,21.0,2366
4990,2,2,1,3,1,0.773,0.774,0.878,0,0,13184,60.9,14674
4991,2,1,0,3,1,0.665,0.641,0.668,1,0,5538,46.2,7012
4992,2,1,1,3,1,0.518,0.488,0.669,1,1,6641,38.5,9086
4993,2,1,0,3,1,0.649,0.42,0.511,0,1,5919,47.25,7571
4994,2,3,1,2,0,0.518,0.628,0.616,0,1,5832,39.9,6978
4995,2,3,1,2,1,0.442,0.641,0.519,1,0,5340,48.3,6360
4996,2,1,1,2,0,0.45,0.699,0.637,1,1,8631,40.7,11498
4997,2,3,1,1,0,0.142,0.047,0.361,1,0,3166,24.15,4365
4998,2,3,1,2,1,0.53,0.662,0.663,1,0,6364,37.8,7638
4999,2,2,1,3,0,0.689,0.588,0.533,1,1,6557,50.6,9398
5000,2,3,0,2,1,0.591,0.467,0.464,1,0,6302,36.75,8302
5001,2,4,1,2,0,0.477,0.422,0.546,1,0,7669,50.4,8777
5002,2,3,1,2,1,0.495,0.409,0.682,0,1,6658,37.8,7883
5003,2,4,1,2,0,0.7,0.606,0.611,0,1,7000,46.2,8284
5004,2,4,1,1,0,0.222,0.24,0.38,0,0,4300,26.25,5355
5005,2,3,0,2,0,0.2,0.256,0.257,0,0,4659,30.45,5875
5006,2,4,1,2,1,0.485,0.491,0.693,0,1,8236,38.85,9952
5007,2,3,1,2,0,0.172,0.207,0.184,1,0,3039,30.45,4525
5008,2,3,0,2,0,0.457,0.642,0.6,1,1,6118,50.4,7724
5009,2,3,1,2,1,0.585,0.549,0.579,1,1,8286,46.2,10996
5010,2,4,1,3,1,0.626,0.659,0.6,1,0,7376,44.1,8480
5011,2,3,0,1,0,0.206,0.082,0.396,1,1,3447,35.7,4861
5012,2,2,0,2,1,0.431,0.446,0.611,1,0,7462,45.15,8515
5013,2,3,1,2,0,0.066,0.13,0.061,1,1,4183,28.6,6927
5014,2,4,1,3,0,0.583,0.478,0.685,1,1,6809,39.6,9769
5015,2,3,0,2,1,0.636,0.624,0.488,0,1,5439,46.2,7108
5016,2,3,0,1,0,0.313,0.2,0.173,0,0,1808,27.3,3051
5017,2,1,1,3,1,0.874,0.915,0.802,1,0,11224,58.8,12835
5018,2,3,0,2,0,0.571,0.43,0.575,1,1,7465,46.2,9065
5019,2,3,0,2,0,0.118,0.134,0.049,1,0,2233,24.15,3256
5020,2,1,0,4,1,0.727,0.978,0.907,0,1,11826,59.85,12865
5021,2,4,0,3,1,0.44,0.41,0.567,1,0,8176,38.85,9363
5022,2,4,0,1,0,0.219,0.312,0.058,0,0,4158,24.15,5357
5023,2,1,0,3,1,0.71,0.959,0.768,0,0,8900,56.7,10093
5024,2,4,1,2,1,0.491,0.423,0.645,0,0,5960,47.25,7839
5025,2,3,1,3,0,0.558,0.7,0.471,0,1,5515,50.4,6609
5026,2,2,0,2,0,0.472,0.485,0.624,1,1,7259,49.35,9172
5027,2,2,1,2,1,0.637,0.521,0.684,0,1,7158,45.15,9120
5028,2,3,0,3,0,0.642,0.628,0.659,0,0,6455,50.4,7718
5029,2,1,0,4,1,0.875,0.982,0.703,1,1,14389,53.55,15507
5030,2,1,1,2,1,0.459,0.576,0.679,0,0,6155,39.9,8005
5031,2,1,0,3,0,0.631,0.439,0.63,0,0,6804,52.5,8067
5032,2,1,1,3,1,0.862,0.719,0.728,0,1,15660,56.7,17593
5033,2,3,0,2,0,0.304,0.347,0.128,0,0,2375,23.1,4327
5034,2,4,1,1,0,0.116,0.19,0.308,0,0,4773,27.3,6140
5035,2,1,1,4,1,0.734,0.979,0.772,1,1,13032,55.0,15224
5036,2,4,0,2,1,0.678,0.66,0.575,0,0,5685,48.3,7385
5037,2,1,0,3,0,0.585,0.684,0.467,1,0,7824,40.95,9791
5038,2,1,1,4,1,0.837,0.772,0.865,1,0,13081,61.95,15027
5039,2,3,1,2,0,0.203,0.319,0.122,0,1,2299,30.45,4162
5040,2,1,0,2,0,0.412,0.448,0.609,1,1,6621,47.25,8012
5041,2,2,1,3,1,0.936,0.736,0.752,1,0,9793,60.9,11160
5042,2,2,1,3,1,0.642,0.518,0.62,0,0,8395,42.0,9680
5043,2,3,1,1,0,0.132,0.292,0.387,1,1,3066,26.4,5585
5044,2,1,1,3,1,0.847,0.968,0.811,1,0,8801,52.5,9845
5045,2,3,0,3,0,0.648,0.515,0.595,1,0,5876,39.9,7163
5046,2,4,1,1,0,0.3,0.329,0.28,1,1,4629,25.3,7483
5047,2,4,1,3,0,0.67,0.476,0.629,0,1,5903,50.4,7528
5048,2,3,0,1,0,0.216,0.002,0.274,0,0,4059,22.05,5766
5049,2,4,1,2,0,0.312,0.043,0.162,1,0,3176,23.1,5022
5050,2,2,1,4,1,0.942,0.721,0.745,0,1,14851,55.65,16781
5051,2,1,0,2,1,0.457,0.565,0.463,0,0,8279,36.75,9736
5052,2,4,1,2,0,0.272,0.3,0.258,1,1,2824,25.3,4861
5053,2,1,1,3,1,0.747,0.712,0.942,0,1,12657,56.7,14348
5054,2,1,0,3,0,0.678,0.501,0.439,1,1,5261,38.85,6472
5055,2,3,0,3,0,0.674,0.621,0.436,0,0,6580,47.25,8134
5056,2,4,1,2,1,0.673,0.502,0.614,0,1,6414,43.05,7662
5057,2,3,1,2,0,0.402,0.652,0.658,0,0,7875,39.9,9804
5058,2,1,1,3,1,0.72,0.858,0.835,0,0,11611,53.55,13023
5059,2,3,0,2,0,0.647,0.482,0.679,0,1,6397,46.2,7968
5060,2,2,1,2,1,0.604,0.657,0.627,0,1,5857,40.95,7835
5061,2,2,1,2,1,0.662,0.458,0.464,1,1,8005,48.4,10587
5062,2,2,1,4,1,0.876,0.898,0.717,1,0,14661,53.55,16059
5063,2,3,1,2,0,0.631,0.541,0.685,1,1,5998,55.0,8420
5064,2,3,0,2,0,0.13,0.138,0.142,1,1,4009,25.2,5402
5065,2,1,0,3,1,0.787,0.961,0.762,1,0,10312,53.55,12285
5066,2,3,0,3,0,0.47,0.682,0.67,0,0,6867,49.35,8048
5067,2,3,0,3,1,0.504,0.67,0.444,0,1,5765,51.45,7063
5068,2,4,1,2,0,0.418,0.63,0.624,0,1,5321,38.85,6369
5069,2,2,1,4,1,0.778,0.857,0.821,1,1,9601,66.0,12436
5070,2,2,1,2,0,0.522,0.478,0.425,1,0,5586,49.35,7101
5071,2,1,0,3,0,0.566,0.556,0.572,0,0,6654,46.2,8172
5072,2,3,0,3,0,0.63,0.599,0.507,0,0,7399,37.8,8730
5073,2,4,0,2,0,0.19,0.194,0.077,0,0,2059,22.05,3152
5074,2,1,1,4,1,0.956,0.979,0.972,1,0,14268,54.6,15414
5075,2,3,1,2,0,0.547,0.686,0.516,0,1,8201,36.75,9847
5076,2,4,0,2,0,0.098,0.226,0.005,0,0,1115,22.05,2812
5077,2,2,1,4,1,0.952,0.988,0.956,1,1,10536,66.0,13073
5078,2,1,0,3,1,0.438,0.541,0.583,1,0,8134,46.2,9315
5079,2,3,0,2,0,0.097,0.159,0.287,1,1,4217,33.6,5508
5080,2,3,0,1,0,0.339,0.263,0.12,0,1,3962,35.7,5780
5081,2,4,0,3,1,0.523,0.451,0.616,0,0,5666,52.5,7658
5082,2,3,1,2,0,0.146,0.119,0.202,1,1,4834,33.0,7733
5083,2,4,0,1,0,0.073,0.349,0.218,1,0,2025,32.55,3188
5084,2,4,1,2,1,0.525,0.661,0.685,1,1,6636,40.7,9127
5085,2,3,0,1,0,0.148,0.124,0.232,1,1,3234,33.6,4741
5086,2,1,0,4,1,0.791,0.817,0.733,0,1,8881,52.5,10637
5087,2,1,1,2,1,0.522,0.618,0.548,1,1,8036,55.0,10616
5088,2,1,1,2,0,0.57,0.565,0.459,1,1,6439,42.9,8808
5089,2,4,0,1,0,0.285,0.098,0.198,1,0,5230,24.15,6939
5090,2,3,1,2,0,0.216,0.249,0.352,1,0,1514,28.35,3005
5091,2,2,1,3,0,0.646,0.542,0.464,0,1,5435,36.75,6772
5092,2,2,0,3,1,0.761,0.722,0.773,0,0,12867,55.65,14422
5093,2,3,0,1,0,0.22,0.378,0.255,1,1,5070,34.65,6173
5094,2,1,0,4,1,0.809,0.991,0.769,1,1,14731,53.55,15825
5095,2,3,0,2,0,0.075,0.313,0.142,0,1,5088,29.4,6871
5096,2,3,0,2,0,0.216,0.317,0.312,1,1,3091,30.45,4515
5097,2,4,0,2,1,0.494,0.558,0.658,0,1,6904,44.1,8019
5098,2,1,1,4,1,0.75,0.789,0.795,1,0,15361,57.75,17113
5099,2,2,1,2,0,0.699,0.525,0.643,1,1,7818,50.6,10688
5100,2,2,0,2,1,0.484,0.613,0.551,1,1,8075,38.85,9236
5101,2,4,0,3,1,0.494,0.615,0.452,0,0,7358,44.1,9259
5102,2,4,1,3,0,0.511,0.619,0.532,0,1,6250,39.9,8163
5103,2,3,1,3,1,0.657,0.679,0.66,0,1,7961,52.5,9350
5104,2,3,1,2,0,0.376,0.35,0.327,0,0,3213,27.3,4550
5105,2,4,1,2,0,0.413,0.622,0.574,0,0,7209,48.3,8600
5106,2,3,0,3,1,0.47,0.478,0.517,1,0,7970,48.3,9245
5107,2,2,1,3,1,0.613,0.431,0.428,1,0,5432,36.75,6649
5108,2,3,0,2,1,0.664,0.541,0.411,1,1,7071,38.85,8327
5109,2,3,0,2,1,0.58,0.646,0.502,1,1,5445,44.1,6821
5110,2,4,0,2,1,0.565,0.526,0.578,1,1,6694,48.3,8551
5111,2,2,1,2,1,0.656,0.599,0.679,0,0,5699,47.25,7268
5112,2,3,1,1,0,0.382,0.268,0.279,1,0,5242,33.6,6945
5113,2,1,1,3,1,0.731,0.873,0.964,1,1,16248,55.0,18894
5114,2,2,0,2,0,0.54,0.673,0.548,0,0,5409,52.5,6948
5115,2,4,0,2,1,0.685,0.41,0.693,0,1,7808,50.4,8846
5116,2,1,0,4,1,0.986,0.719,0.935,1,0,14571,56.7,16214
5117,2,4,1,1,0,0.32,0.015,0.261,0,1,1882,34.65,3045
5118,2,3,1,2,0,0.266,0.206,0.051,1,0,4576,29.4,5839
5119,2,2,1,4,1,0.778,0.868,0.917,1,1,16478,61.6,18882
5120,2,1,0,2,1,0.67,0.507,0.66,1,1,7196,36.75,8731
5121,2,3,1,1,0,0.385,0.211,0.043,0,0,5191,29.4,6489
5122,2,2,1,4,1,0.87,0.938,0.738,0,1,12828,57.75,14647
5123,2,2,0,2,0,0.537,0.52,0.487,1,0,6395,38.85,7699
5124,2,1,1,3,1,0.658,0.58,0.423,0,1,5959,47.25,7849
5125,2,4,1,1,0,0.305,0.392,0.152,1,0,1861,23.1,3416
5126,2,1,0,2,1,0.58,0.621,0.427,0,1,7336,50.4,8385
5127,2,4,0,2,0,0.098,0.053,0.138,1,1,1771,26.25,3735
5128,2,1,0,4,1,0.739,0.938,0.734,0,0,8802,61.95,10287
5129,2,2,0,3,1,0.549,0.413,0.658,1,1,8163,37.8,9790
5130,2,1,0,3,0,0.605,0.413,0.622,1,1,7563,39.9,8717
5131,2,1,1,4,1,0.79,0.718,0.84,0,0,13337,58.8,15290
5132,2,3,0,3,1,0.529,0.502,0.489,1,1,6618,47.25,8085
5133,2,3,0,2,0,0.392,0.348,0.183,1,0,2985,24.15,4728
5134,2,2,1,4,1,0.734,0.79,0.851,1,1,11781,56.1,14367
5135,2,3,1,2,0,0.528,0.468,0.514,0,0,7006,37.8,8114
5136,2,3,0,2,0,0.09,0.275,0.326,0,1,5190,27.3,6283
5137,2,1,0,3,1,0.844,0.932,0.909,1,1,8557,53.55,9696
5138,2,1,1,2,1,0.439,0.652,0.458,1,1,5567,38.5,8316
5139,2,3,1,1,0,0.044,0.264,0.124,1,0,3515,24.15,5419
5140,2,1,1,4,1,0.854,0.829,0.817,1,0,15462,61.95,16895
5141,2,1,0,2,1,0.621,0.594,0.548,1,0,5393,43.05,6664
5142,2,3,1,1,0,0.135,0.358,0.157,0,0,3035,26.25,4047
5143,2,3,0,2,1,0.593,0.481,0.455,1,1,6591,52.5,8571
5144,2,4,0,2,0,0.324,0.013,0.324,1,1,3392,22.05,4459
5145,2,4,1,2,0,0.193,0.289,0.042,0,0,3765,25.2,5184
5146,2,1,0,4,1,0.765,0.885,0.889,1,1,10133,61.95,11941
5147,2,4,1,1,0,0.351,0.376,0.313,0,1,2067,35.7,3818
5148,2,4,1,1,0,0.238,0.057,0.379,0,1,2121,35.7,3797
5149,2,2,0,4,1,0.838,0.718,0.978,0,1,10177,61.95,11612
5150,2,4,1,3,1,0.519,0.567,0.665,1,1,8145,48.4,11076
5151,2,4,0,2,0,0.38,0.277,0.319,0,0,3265,27.3,5170
5152,2,2,0,3,1,0.609,0.694,0.69,1,1,6857,40.95,8821
5153,2,4,0,2,1,0.592,0.557,0.657,0,1,6786,49.35,8165
5154,2,2,0,2,0,0.44,0.693,0.691,1,0,7372,38.85,8784
5155,2,2,1,4,1,0.744,0.916,0.877,1,0,11794,59.85,13761
5156,2,3,1,2,0,0.545,0.534,0.659,0,0,6733,46.2,7980
5157,2,3,1,1,0,0.05,0.022,0.063,0,0,4055,26.25,5846
5158,2,1,1,4,1,0.815,0.93,0.966,1,1,13483,56.1,15821
5159,2,3,1,3,0,0.684,0.472,0.56,0,0,7829,38.85,9144
5160,2,4,0,2,0,0.577,0.456,0.521,1,1,8373,40.95,9613
5161,2,2,0,2,0,0.636,0.631,0.542,0,0,7943,45.15,9795
5162,2,3,0,2,0,0.079,0.283,0.117,1,0,1862,30.45,3860
5163,2,1,1,3,0,0.501,0.579,0.679,1,0,8149,40.95,9823
5164,2,3,0,3,1,0.693,0.584,0.435,0,1,6974,42.0,8505
5165,2,2,1,2,0,0.667,0.661,0.514,0,0,7133,49.35,8694
5166,2,1,0,2,0,0.488,0.447,0.491,1,1,5895,50.4,7031
5167,2,4,0,2,0,0.321,0.003,0.166,1,1,1518,28.35,2625
5168,2,2,1,2,1,0.5,0.599,0.697,0,0,6637,36.75,7701
5169,2,1,1,3,1,0.465,0.553,0.428,1,0,6420,47.25,7973
5170,2,1,0,3,1,0.875,0.939,0.752,0,1,13577,61.95,14973
5171,2,2,1,2,0,0.436,0.413,0.534,0,0,6642,48.3,8380
5172,2,4,0,2,0,0.334,0.08,0.388,0,1,4843,23.1,6175
5173,2,2,1,3,1,0.987,0.745,0.841,1,0,11481,52.5,12683
5174,2,2,0,2,1,0.529,0.506,0.572,1,1,7891,37.8,9037
5175,2,4,0,2,1,0.568,0.614,0.556,0,1,5527,43.05,7390
5176,2,1,1,4,1,0.913,0.716,0.916,1,0,14809,61.95,15830
5177,2,2,0,2,0,0.408,0.433,0.642,1,1,6285,50.4,7389
5178,2,4,1,1,0,0.394,0.394,0.071,1,1,3260,33.0,5379
5179,2,1,1,4,1,0.911,0.744,0.828,1,0,13038,61.95,14400
5180,2,3,0,1,0,0.297,0.328,0.205,0,1,3958,36.75,5819
5181,2,1,1,3,1,0.439,0.678,0.545,1,0,7697,51.45,8910
5182,2,4,0,3,1,0.517,0.629,0.601,0,0,6681,45.15,8130
5183,2,2,1,3,1,0.887,0.772,0.877,1,1,10772,57.2,13552
5184,2,3,0,2,0,0.636,0.608,0.598,1,1,6919,49.35,8725
5185,2,2,0,3,1,0.89,0.932,0.723,1,1,10164,55.65,11325
5186,2,1,1,3,1,0.523,0.516,0.547,0,1,8171,52.5,10146
5187,2,3,1,3,1,0.682,0.634,0.7,1,1,7928,48.4,10737
5188,2,2,1,3,1,0.714,0.737,0.724,0,0,14218,56.7,15847
5189,2,4,0,2,1,0.416,0.403,0.462,1,1,7048,43.05,8638
5190,2,4,1,2,0,0.477,0.622,0.636,1,1,6120,40.7,8223
5191,2,1,1,4,1,0.905,0.982,0.74,0,0,9516,57.75,10967
5192,2,1,0,2,0,0.454,0.439,0.562,1,0,6848,51.45,8503
5193,2,2,1,3,1,0.687,0.623,0.61,0,0,6944,43.05,8530
5194,2,3,1,3,0,0.502,0.543,0.675,1,1,6134,48.4,8423
5195,2,3,0,2,1,0.446,0.6,0.488,1,1,6401,39.9,7799
5196,2,3,1,3,0,0.579,0.413,0.604,0,1,6061,50.4,7117
5197,2,2,0,4,1,0.965,0.823,0.733,0,0,8542,54.6,9660
5198,2,4,0,2,1,0.58,0.521,0.441,0,1,7903,49.35,9223
5199,2,1,0,2,0,0.609,0.403,0.512,1,1,7493,49.35,9476
5200,2,2,1,4,1,0.785,0.909,0.962,1,0,9103,63.0,10835
5201,2,1,0,2,0,0.687,0.509,0.698,1,0,6017,39.9,7024
5202,2,2,1,3,0,0.621,0.55,0.512,1,1,8625,52.8,10783
5203,2,1,0,3,1,0.48,0.486,0.546,1,0,6749,46.2,7767
5204,2,2,1,4,1,0.989,0.875,0.871,0,0,12579,59.85,14500
5205,2,4,1,2,0,0.361,0.182,0.086,0,1,4274,30.45,5398
5206,2,4,1,3,1,0.686,0.589,0.453,0,0,5727,49.35,7093
5207,2,4,1,3,1,0.412,0.579,0.437,0,1,5989,44.1,7301
5208,2,4,1,2,0,0.322,0.108,0.387,1,1,1940,24.2,4801
